day,meta,r,p,res,trm,cyl,B,E,C,Pa,Pb,S,T,L,V
29,22,6,3,H,one,dk,58,1,0,0,0,0,0,7,2
29,22,6,4,I,one,dk,34,3,3,0,0,0,0,8,1
29,22,6,5,H,one,lt,220,23,110,0,3,0,0,7,2
29,23,7,1,H,one,dk,110,16,100,0,0,0,0,29,0
29,23,7,2,I,one,lt,110,8,110,3,0,0,0,82,9
29,23,7,3,H,one,dk,110,49,15,0,0,0,1,62,2
29,23,7,4,I,one,dk,50,7,20,0,0,0,0,45,2
29,23,7,5,H,one,lt,110,55,11,0,0,1,8,63,2
29,24,8,1,H,one,dk,110,19,330,0,0,1,0,7,1
29,24,8,2,I,one,lt,110,59,1540,0,0,0,1,2,1
29,24,8,3,H,one,dk,440,37,110,0,0,0,1,6,1
29,24,8,4,I,one,dk,220,42,110,0,2,0,0,13,10
29,24,8,5,H,one,lt,440,19,110,0,0,0,21,10,4
34,1,1,1,H,cnt,lt,79,18,5,0,4,0,10,70,0
34,1,1,2,I,cnt,lt,7,1,1,0,0,0,0,110,1
34,1,1,3,H,cnt,lt,220,44,440,0,0,0,0,13,0
34,1,1,4,I,cnt,lt,121,7,1,0,5,0,0,57,9
34,1,1,5,H,cnt,lt,330,52,110,0,1,0,0,0,0
34,2,2,1,H,cnt,lt,100,8,9,0,0,0,3,106,16
34,2,2,2,I,cnt,lt,31,8,31,0,1,0,1,51,10
34,2,2,3,H,cnt,lt,110,18,52,0,1,0,0,9,2
34,2,2,4,I,cnt,lt,105,8,4,0,2,0,0,23,3
34,2,2,5,H,cnt,lt,110,36,330,0,0,0,0,4,3
34,3,3,1,H,cnt,lt,330,45,220,0,2,0,0,0,0
34,3,3,2,I,cnt,lt,157,14,10,0,2,0,0,2,2
34,3,3,3,H,cnt,lt,110,330,330,0,4,1,0,4,1
34,3,3,4,I,cnt,lt,102,15,1,0,1,0,1,49,4
34,3,3,5,H,cnt,lt,440,97,440,0,2,0,0,32,0
34,4,4,1,H,cnt,lt,57,19,3,0,0,0,4,56,1
34,4,4,2,I,cnt,lt,100,21,220,0,0,0,0,12,0
34,4,4,3,H,cnt,lt,330,8,660,0,8,0,0,64,0
34,4,4,4,I,cnt,lt,93,11,0,0,2,0,0,14,4
34,4,4,5,H,cnt,lt,220,56,100,0,1,0,0,4,1
34,5,5,1,H,cnt,lt,38,17,4,0,0,0,0,20,2
34,5,5,2,I,cnt,lt,95,10,1,0,0,0,1,28,5
34,5,5,3,H,cnt,lt,220,25,100,0,2,0,0,7,2
34,5,5,4,I,cnt,lt,11,1,2,0,1,0,0,59,30
34,5,5,5,H,cnt,lt,46,3,14,0,1,0,0,29,7
34,6,6,1,H,cnt,lt,330,55,550,0,3,0,0,7,6
34,6,6,2,I,cnt,lt,58,1,0,0,0,0,0,43,3
34,6,6,3,H,cnt,lt,145,21,0,0,3,0,0,50,2
34,6,6,4,I,cnt,lt,2,1,0,0,0,0,0,98,0
34,6,6,5,H,cnt,lt,110,12,21,0,2,0,1,41,10
34,7,7,1,H,cnt,lt,220,51,110,0,5,0,3,106,6
34,7,7,2,I,cnt,lt,8,3,23,0,0,0,1,45,3
34,7,7,3,H,cnt,lt,99,22,4,0,1,0,1,110,2
34,7,7,4,I,cnt,lt,110,65,10,0,4,0,1,16,2
34,7,7,5,H,cnt,lt,550,27,440,0,3,0,7,17,1
34,8,8,1,H,cnt,lt,48,28,0,0,1,0,0,100,7
34,8,8,2,I,cnt,lt,58,40,2,0,0,0,0,100,0
34,8,8,3,H,cnt,lt,100,41,110,0,1,0,0,96,5
34,8,8,4,I,cnt,lt,107,25,12,0,2,0,0,65,1
34,8,8,5,H,cnt,lt,67,10,2,0,4,0,1,110,6
34,9,1,1,H,tre,lt,440,76,220,0,0,0,0,9,1
34,9,1,2,I,tre,dk,110,19,100,0,3,0,0,33,11
34,9,1,3,H,tre,lt,330,42,110,0,0,0,0,48,1
34,9,1,4,I,tre,lt,220,7,0,0,0,0,2,13,3
34,9,1,5,H,tre,dk,330,9,110,0,1,0,4,0,0
34,10,2,1,H,tre,lt,67,6,22,0,1,0,6,17,1
34,10,2,2,I,tre,dk,129,6,33,0,0,0,2,63,8
34,10,2,3,H,tre,lt,147,29,2,0,1,0,1,29,6
34,10,2,4,I,tre,lt,110,13,110,0,0,0,0,26,5
34,10,2,5,H,tre,dk,220,50,100,0,1,0,0,33,2
34,11,3,1,H,tre,lt,49,28,3,0,0,0,0,1,1
34,11,3,2,I,tre,dk,220,12,100,0,0,0,0,9,0
34,11,3,3,H,tre,lt,100,25,660,0,2,0,0,4,5
34,11,3,4,I,tre,lt,110,3,1,0,2,0,0,23,1
34,11,3,5,H,tre,dk,330,30,1320,0,4,0,0,7,1
34,12,4,1,H,tre,lt,660,25,100,0,0,0,0,13,0
34,12,4,2,I,tre,dk,100,12,1,0,1,0,0,83,0
34,12,4,3,H,tre,lt,110,32,100,0,0,0,2,10,1
34,12,4,4,I,tre,lt,66,7,0,0,0,0,7,92,15
34,12,4,5,H,tre,dk,220,55,880,0,0,0,0,12,10
34,13,5,1,H,tre,lt,220,31,110,0,0,0,0,9,0
34,13,5,2,I,tre,dk,220,11,100,0,0,0,0,10,2
34,13,5,3,H,tre,lt,220,5,8,0,0,0,0,69,0
34,13,5,4,I,tre,lt,43,2,4,0,1,0,0,19,6
34,13,5,5,H,tre,dk,100,30,220,0,1,3,0,2,3
34,14,6,1,H,tre,lt,100,8,8,0,0,0,5,3,1
34,14,6,2,I,tre,dk,42,41,0,0,2,0,0,48,2
34,14,6,3,H,tre,lt,100,21,110,0,0,0,0,51,0
34,14,6,4,I,tre,lt,63,8,0,0,0,0,0,38,2
34,14,6,5,H,tre,dk,100,32,110,0,0,0,0,12,0
34,15,7,1,H,tre,lt,100,52,110,0,1,0,1,22,1
34,15,7,2,I,tre,dk,67,6,0,0,0,0,0,81,7
34,15,7,3,H,tre,lt,167,5,7,0,0,0,0,65,2
34,15,7,4,I,tre,lt,46,13,3,0,2,0,16,84,4
34,15,7,5,H,tre,dk,550,34,220,0,1,0,0,4,1
34,16,8,1,H,tre,lt,110,19,7,0,0,0,0,18,3
34,16,8,2,I,tre,dk,220,4,4,0,2,0,0,88,10
34,16,8,3,H,tre,lt,100,22,43,0,2,0,0,64,1
34,16,8,4,I,tre,lt,39,2,0,0,5,0,1,119,15
34,16,8,5,H,tre,dk,660,32,110,0,4,0,0,14,1
34,17,1,1,H,one,lt,330,58,6,0,0,0,0,65,2
34,17,1,2,I,one,dk,114,14,2,0,1,0,2,120,3
34,17,1,3,H,one,lt,100,18,770,0,1,0,0,23,0
34,17,1,4,I,one,lt,440,14,220,0,2,0,4,37,8
34,17,1,5,H,one,dk,100,25,110,0,0,0,0,18,1
34,18,2,1,H,one,lt,220,19,1,0,0,0,19,43,1
34,18,2,2,I,one,dk,79,2,2,0,2,0,1,80,1
34,18,2,3,H,one,lt,220,28,660,1,1,0,0,22,0
34,18,2,4,I,one,lt,110,46,660,13,2,1,9,21,1
34,18,2,5,H,one,dk,100,44,330,1,0,1,0,33,2
34,19,3,1,H,one,lt,100,26,110,0,0,0,0,8,0
34,19,3,2,I,one,dk,110,57,550,0,3,0,0,1,5
34,19,3,3,H,one,lt,440,21,440,0,0,0,1,13,0
34,19,3,4,I,one,lt,100,27,660,0,0,0,0,4,6
34,19,3,5,H,one,dk,330,18,33,0,0,0,2,1,2
34,20,4,1,H,one,lt,220,17,5,0,1,0,0,110,3
34,20,4,2,I,one,dk,238,16,3,0,3,0,20,18,2
34,20,4,3,H,one,lt,220,110,10,0,0,0,0,19,2
34,20,4,4,I,one,lt,90,5,0,0,0,0,0,100,2
34,20,4,5,H,one,dk,76,15,1,0,0,0,0,44,2
34,21,5,1,H,one,lt,1100,34,660,0,0,1,0,4,0
34,21,5,2,I,one,dk,110,6,0,0,1,0,1,50,0
34,21,5,3,H,one,lt,440,37,110,0,1,0,0,29,1
34,21,5,4,I,one,lt,110,9,440,0,0,0,0,58,12
34,21,5,5,H,one,dk,37,6,0,0,0,0,5,51,1
34,22,6,1,H,one,lt,100,12,6,0,0,0,0,9,1
34,22,6,2,I,one,dk,73,10,0,0,2,0,5,5,1
34,22,6,3,H,one,lt,75,8,0,0,1,0,0,18,0
34,22,6,4,I,one,lt,45,8,4,0,1,0,3,28,2
34,22,6,5,H,one,dk,110,37,330,0,8,0,0,16,5
34,23,7,1,H,one,lt,330,6,880,0,0,0,100,14,2
34,23,7,2,I,one,dk,71,6,0,0,1,0,10,128,4
34,23,7,3,H,one,lt,100,44,10,0,0,0,1,220,2
34,23,7,4,I,one,lt,220,7,4,0,0,1,13,100,1
34,23,7,5,H,one,dk,100,25,4,0,2,0,1,110,2
34,24,8,1,H,one,lt,110,66,330,1,0,1,5,220,1
34,24,8,2,I,one,dk,50,42,13,0,0,0,0,23,2
34,24,8,3,H,one,lt,110,102,100,0,0,0,10,48,2
34,24,8,4,I,one,lt,110,61,220,1,0,1,6,53,10
34,24,8,5,H,one,dk,116,36,1,0,0,0,0,28,2
